0.056425361,0.443575228,0.443574111,0.0564253,0.0564253,0.443574111,0.443575228,0.056425361
0.056388338,0.44361212,0.44361124,0.056388303,0.060744013,0.535440359,0.354810577,0.049005052
0.056276881,0.443723597,0.443722679,0.056276844,0.06047677,0.633014488,0.267232975,0.039275767
0.056089531,0.443910944,0.443910014,0.056089511,0.052720946,0.741782265,0.17803062,0.027466168
0.055823934,0.444176555,0.444175597,0.055823915,0.030243764,0.877885881,0.079185395,0.012684959
0.055476761,0.444523741,0.444522745,0.055476752,0,1,0,0
0.055043828,0.444956694,0.444955666,0.055043812,0.058932666,0.910676033,0.025345764,0.005045536
0.054520019,0.445480514,0.44547946,0.054520007,0.160463599,0.774751083,0.053797083,0.010988235
0.053899472,0.44610109,0.446099978,0.053899459,0.25262276,0.669178171,0.064677212,0.013521857
0.053175592,0.446825022,0.44682381,0.053175576,0.34518753,0.57378686,0.066784295,0.014241315
0.05234131,0.447659338,0.447658061,0.052341291,0.440974952,0.481929402,0.063356113,0.013739533
0.051389245,0.448611458,0.448610053,0.051389244,0.541096618,0.390596866,0.055988253,0.012318262
0.050312254,0.449688536,0.449686962,0.050312249,0.646249785,0.298027147,0.045570791,0.010152276
0.049103814,0.450897084,0.450895299,0.049103803,0.757795631,0.202355102,0.032524326,0.007324941
0.047758966,0.45224206,0.452240009,0.047758964,0.880929741,0.098810909,0.016507056,0.003752294
0.046275484,0.453725731,0.453723333,0.046275453,1,0,0,0
0.044655445,0.455346018,0.455343131,0.044655406,0.978898393,0.01681383,0.003456037,0.00083174
0.042907835,0.457093964,0.45709039,0.042907811,0.930810817,0.054852619,0.011540076,0.002796488
0.041052082,0.458950211,0.458945687,0.04105202,0.902660499,0.076805509,0.016507307,0.004026685
0.03912386,0.46087915,0.460873185,0.039123805,0.88382,0.091312933,0.019968708,0.004898359
0.037186163,0.462817944,0.46280982,0.037186074,0.870509705,0.101452121,0.022494641,0.005543534
0.035348168,0.464657711,0.464646083,0.035348038,0.860923141,0.108689746,0.024361207,0.006025906
0.033802294,0.466206438,0.466189096,0.033802171,0.854071502,0.113825495,0.025722043,0.00638096
0.032881986,0.467131749,0.467104383,0.032881883,0.84937992,0.117322644,0.026667892,0.006629544
0.033394426,0.466626212,0.466585115,0.033394247,0.846592866,0.119390965,0.0272364,0.006779768
0.049005052,0.354810577,0.535440359,0.060744013,0.056388303,0.44361124,0.44361212,0.056388338
0.048969813,0.354816617,0.535506927,0.060706644,0.060706644,0.535506927,0.354816617,0.048969813
